date,BTCUSDT,ETHUSDT,BNBUSDT,SOLUSDT,XRPUSDT,DOGEUSDT,ADAUSDT,TRXUSDT,AVAXUSDT,SHIBUSDT,DOTUSDT,LINKUSDT,BCHUSDT,NEARUSDT,DAIUSDT,LTCUSDT,MATICUSDT,PEPEUSDT,ICPUSDT,UNIUSDT,ETCUSDT,APTUSDT,FETUSDT,XLMUSDT,XMRUSDT,STXUSDT,WIFUSDT,MKRUSDT,FILUSDT,HBARUSDT,TAOUSDT,ARBUSDT,ATOMUSDT,IMXUSDT,INJUSDT,VETUSDT,FDUSDUSDT,ARUSDT,OPUSDT,SUIUSDT,BONKUSDT,GRTUSDT,FLOKIUSDT,RUNEUSDT,THETAUSDT,NOTUSDT,AAVEUSDT,PYTHUSDT,JASMYUSDT,LDOUSDT,JUPUSDT,FTMUSDT,TIAUSDT,SEIUSDT,ALGOUSDT,OMUSDT,FLOWUSDT,EGLDUSDT,QNTUSDT,ENSUSDT,HNTUSDT,BEAMUSDT,AXSUSDT,EOSUSDT,BTTUSDT,NEOUSDT,ORDIUSDT,DYDXUSDT,STRKUSDT,GALAUSDT,XTZUSDT,ENAUSDT,SANDUSDT,XECUSDT,1000SATSUSDT,NEXOUSDT,CFXUSDT,WLDUSDT,MANAUSDT,CHZUSDT,PENDLEUSDT,RAYUSDT,ZKUSDT,ROSEUSDT,GNOUSDT,MINAUSDT,BOMEUSDT,SNXUSDT,IOTAUSDT,CKBUSDT,DEXEUSDT,KLAYUSDT,ASTRUSDT,ZECUSDT,WUSDT,ZROUSDT,TUSDUSDT,LPTUSDT,AXLUSDT,BNXUSDT,1INCHUSDT,APEUSDT,LUNCUSDT,FTTUSDT,CAKEUSDT,PAXGUSDT,TFUELUSDT,BTGUSDT,KAVAUSDT,COMPUSDT,TWTUSDT,IOTXUSDT,AEVOUSDT,PEOPLEUSDT,GALUSDT,SFPUSDT,WOOUSDT,SUPERUSDT,ANTUSDT,MANTAUSDT,MEMEUSDT,JTOUSDT,GMTUSDT,RPLUSDT,GLMUSDT,OSMOUSDT,BLURUSDT,LUNAUSDT,KSMUSDT,ILVUSDT,DASHUSDT,ZILUSDT,DYMUSDT,CRVUSDT,ENJUSDT,ZRXUSDT,SCUSDT,SSVUSDT,IDUSDT,CELOUSDT,ANKRUSDT,HOTUSDT,JSTUSDT,ARKMUSDT,ELFUSDT,CVXUSDT,GMXUSDT,BATUSDT,RVNUSDT,QTUMUSDT,METISUSDT,RSRUSDT,IOUSDT,SKLUSDT,GASUSDT,ETHFIUSDT,FLUXUSDT,MASKUSDT,BICOUSDT,POLYXUSDT,TRIBEUSDT,TUSDT,LRCUSDT,EDUUSDT,VTHOUSDT,ACHUSDT,DCRUSDT,BANDUSDT,ONEUSDT,COTIUSDT,YFIUSDT,UMAUSDT,TRBUSDT,CHRUSDT,VANRYUSDT,SUSHIUSDT,ZENUSDT,AMPUSDT,FXSUSDT,GLMRUSDT,ONTUSDT,AUDIOUSDT,BBUSDT,YGGUSDT,KDAUSDT,API3USDT,ICXUSDT,NTRNUSDT,XEMUSDT,SXPUSDT,TRUUSDT,PIXELUSDT,ALTUSDT,BALUSDT,STORJUSDT,LSKUSDT,PONDUSDT,ONGUSDT,JOEUSDT
2/11/2020,10223.08,236.69,25.6963,2.7672,0.281,0.00303,0.06335,0.02272,3.617,0.00000778,4.4501,3.9931,461.89,1.2434,-1,76.46,0.0229,0.00000089,36.61,2.6611,11.96,4.6722,0.05124,0.07404,89.36,0.1797,2.7486,661.43,31.0128,0.03397,446.2,1.3428,5.105,1.813,1.2565,0.007485,0.9995,11.442,0.45,0.6983,0.00001127,0.48465,0.00002153,0.5321,0.12814,0.015712,61.724,0.8637,0.0843,0.517,0.8221,0.01141,10.8108,0.1185,0.369,0.3683,21.47,7.988,310.8,40.95,0.772,0.9314,0.72974,5.2449,0.0004683,13.791,51.128,19.965,2.04,0.08161,2.9114,0.768,0.047824,0.00021801,0.0004893,1.216,0.884,1.13,0.07851,0.011323,0.7111,10.061,-1,0.04178,295.8,4.523,0.010307,6.091,0.3322,0.010551,15.82,1.0773,0.3086,72.68,0.528,-1,0.9966,16.24,1.32,87.8,5.5705,19.4162,0.00023566,2.557,17.101,1905.42,0.003563,66.469,1.1745,134.85,0.5894,0.006756,1.668,0.0786,3.072,3.4816,0.5627,2.505,3.111,2.682,0.034948,2.5632,3.71044,46.49,0.2374,0.915,0.5274,0.3174,29.437,1220.7,129.2,0.00819,5.631,0.975,0.13851,0.3025,0.003698,38.9,0.61597,4.0775,0.001801,0.000771,0.03809,0.3784,0.587,26.44,42.74,0.2927,0.03481,2.709,65.62,0.0083,-1,0.09774,3.149,4.365,2.128,3.482,3.336,0.1646,0.6126,0.1259,0.12515,0.9315,0.001184,0.05119,13.728,0.3611,0.00664,0.01994,28071.33,8.078,21,0.03636,0.06076,0.761,10.01,0.05239,26.82,2.3266,0.9767,0.13945,0.367,7.145,5.203,7.305,0.4161,0.45,0.2045,2.941,0.3449,0.7423,0.5015,14.873,0.4654,1.0633,0.1582,0.1607,1.375
2/12/2020,10326.46,265.74,26.4243,2.9082,0.30427,0.0030589,0.06817,0.02393,3.323,0.00000619,4.4969,3.9953,473.55,1.1051,-1,81.17,0.0228,0.00000096,34.54,2.5391,12.2074,4.7718,0.05301,0.08004,94.29,0.1992,2.679,560,29.8835,0.06851,450.6,1.3183,5.109,1.57,1.47,0.00747,0.9993,9.524,0.475,0.6506,0.00001184,0.556,0.0000219,0.4993,0.13827,0.01547,64.211,0.9646,0.0855,0.516,0.919,0.01204,12.0767,0.1175,0.3876,0.3362,20.08,7.897,313.6,45.14,0.889,0.9776,0.74244,5.3307,0.0004966,14.822,49.39,19.362,1.917,0.08451,3.3001,0.693,0.048397,0.00020618,0.0004404,1.173,0.803,1.048,0.07987,0.013098,0.7149,9.177,-1,0.04159,302.2,4.216,0.010164,6.175,0.3327,0.012113,15.51,1.0837,0.2607,73.12,0.57,-1,0.998,16.07,1.0935,82.1,5.825,23.7068,0.00023702,2.578,17.069,1939.01,0.00372,58.687,1.2186,136.86,0.5513,0.006362,1.512,0.0779,2.67,3.5345,0.5608,2.286,3.3486,2.662,0.030949,2.1571,3.35922,47.02,0.2366,0.901,0.4931,0.3289,28.034,1232.9,133.53,0.00829,5.463,1.114,0.14127,0.3109,0.003777,37.15,0.61521,4.593,0.001935,0.0008498,0.03733,0.4348,0.6011,26.74,40.71,0.3027,0.0371,2.805,68.43,0.00866,-1,0.10107,3.168,4.492,1.714,3.631,3.068,0.1614,0.6378,0.1229,0.11762,0.93023,0.001243,0.05024,14.343,0.3775,0.00674,0.02009,24045.53,8.14,24.45,0.03336,0.05733,0.736,10.036,0.04929,21.828,2.4197,1.035,0.1337,0.377,6.729,5.144,6.306,0.423,0.4099,0.2048,2.848,0.3209,0.6908,0.54221,14.681,0.5051,1.1415,0.1668,0.1808,1.339
2/13/2020,10229.63,268.32,25.4579,2.8548,0.32709,0.0030132,0.06867,0.02391,3.1718,0.00000633,4.3458,3.8765,477.32,1.0101,-1,80.55,0.02233,0.000001,37.75,2.4134,12.055,4.6546,0.05431,0.08325,92.25,0.1792,2.4214,586.47,29.9387,0.05548,436.4,1.3562,4.906,1.652,1.454,0.008059,0.9998,9,0.492,0.649,0.00001163,0.55282,0.00002245,0.5049,0.17192,0.01423,60.802,0.9976,0.0839,0.544,0.9462,0.01193,12.1327,0.1166,0.3494,0.3251,20.42,7.392,394.9,49.51,1.06,0.9121,0.712,5.3607,0.0005126,15.141,53.742,20.29,1.894,0.09032,3.1239,0.734,0.046543,0.00020372,0.0004311,1.088,0.824,1.071,0.07885,0.016657,0.6276,10.616,-1,0.0421,301.7,4.719,0.009734,5.315,0.3224,0.013355,15.11,1.1886,0.267,72.01,0.538,-1,1.0006,15.62,1.0311,72.2,5.26,19.1292,0.00023246,2.52,15.601,1935.55,0.003918,56.401,1.1615,154.46,0.5316,0.006121,1.518,0.0798,2.719,3.3166,0.5726,2.217,3.7734,2.779,0.032609,2.2536,3.12191,44.19,0.2372,1.041,0.461,0.3101,29.373,1252.6,131.18,0.0081,5.817,1.04,0.13586,0.3198,0.003662,36.39,0.58141,4.7948,0.002209,0.0008714,0.03618,0.4424,0.5847,28.53,39.62,0.2939,0.03639,2.849,67.63,0.00959,-1,0.11184,3.225,3.907,1.48,3.649,2.449,0.16,0.6481,0.125,0.11609,0.80413,0.00122,0.05078,14.666,0.3685,0.00673,0.01913,25017.3,8.177,22.706,0.03158,0.05866,0.719,9.518,0.04682,19.484,2.2378,1.0251,0.15373,0.4393,6.76,4.942,6.494,0.3843,0.479,0.2559,2.57,0.3241,0.6431,0.52215,13.062,0.5362,1.07,0.1539,0.1948,1.393
2/14/2020,10344.36,285.15,26.3547,3.1433,0.33594,0.0031067,0.07074,0.02639,3.3348,0.00000684,4.3468,4.426,493.77,0.9959,-1,83.14,0.02326,0.00000094,34.6,2.2662,12.0094,4.8985,0.05425,0.08671,95.16,0.1845,2.5667,513.78,29.943,0.05453,424.5,1.2393,5.111,1.555,1.5689,0.008301,0.9996,10.212,0.483,0.7072,0.00001156,0.63734,0.00002177,0.5701,0.15827,0.01375,63.944,1.1002,0.0767,0.513,1.21,0.01293,13.922,0.1189,0.3664,0.314,20.76,7.641,384.6,45.65,1.01,0.9351,0.8244,5.3747,0.000577,16.676,52.826,19.388,1.923,0.07501,3.4797,0.671,0.04324,0.00020154,0.0003871,0.953,0.8,1.29,0.08094,0.015124,0.5971,11.631,-1,0.04095,309.1,4.808,0.009793,5.831,0.3232,0.015765,15.32,1.2469,0.2633,72.92,0.555,-1,0.9976,15.61,1.1248,70.3,4.9512,19.9793,0.00023925,2.562,16.757,1940.64,0.003836,56.999,1.2083,152.86,0.4981,0.00621,1.468,0.1089,2.457,2.798,0.6071,2.459,3.6092,2.911,0.030854,2.1908,3.17547,41.08,0.2349,0.936,0.4317,0.3013,31.055,1226.4,133.34,0.00898,6.002,1.002,0.144,0.3461,0.003459,35.19,0.5593,5.2015,0.002772,0.0008915,0.03875,0.4079,0.5899,28.58,40.56,0.3115,0.04027,3.032,64.69,0.00881,-1,0.12825,3.146,3.791,1.574,3.514,2.087,0.1625,0.6498,0.1208,0.10909,0.78248,0.001222,0.04913,14.666,0.3576,0.00727,0.01667,21191.4,8.03,25.562,0.03067,0.05608,0.704,9.029,0.04607,20.35,2.1767,1.0727,0.15661,0.4404,6.837,4.844,5.563,0.4036,0.5065,0.2449,2.373,0.3194,0.6264,0.55543,15.375,0.5378,1.0344,0.1369,0.2128,1.41
2/15/2020,9904.72,264.88,24.2576,3.1937,0.30729,0.0029031,0.06426,0.02364,3.5913,0.00000721,4.1282,4.3241,438.96,1.0203,-1,76.7,0.0209,0.00000094,31.13,2.3765,10.4066,5.1137,0.04983,0.07892,89.1,0.1732,2.9205,546.38,30.0018,0.04801,435.9,1.2194,4.608,1.504,1.6942,0.00747,0.9998,9.995,0.522,0.7541,0.00001199,0.79448,0.00002197,0.5599,0.14694,0.01457,68.886,1.0005,0.0768,0.547,1.3109,0.01157,13.0961,0.1205,0.3349,0.3032,19.6,7.612,357.3,46.43,1.2,0.8212,0.75768,4.7429,0.0005494,15.127,52.018,17.926,1.886,0.081,3.2048,0.719,0.041611,0.0001948,0.0004952,0.778,0.801,1.23,0.07884,0.013883,0.5158,10.072,-1,0.04129,322.7,4.26,0.008906,5.678,0.2883,0.016694,16.24,1.1989,0.2465,64.46,0.56,-1,1.0004,14.7,1.1022,74.4,5.3251,15.871,0.00023103,2.522,16.94,1931.16,0.003458,59.712,1.1094,170.89,0.5335,0.005614,1.502,0.0929,2.779,2.6869,0.5753,2.257,3.3498,2.844,0.029174,2.1096,3.1497,39.16,0.2279,0.933,0.4587,0.3107,29.074,1199.9,120.73,0.0081,5.539,0.951,0.13284,0.3201,0.003678,36.33,0.53396,5.275,0.003259,0.000849,0.0395,0.5,0.5923,26.47,43,0.2794,0.03684,2.69,64.49,0.00906,-1,0.13304,3.01,3.775,1.493,3.571,2.231,0.1705,0.6522,0.1121,0.10269,0.77983,0.00128,0.04569,14.178,0.3208,0.00647,0.01749,25258.49,8.25,24.82,0.03388,0.05721,0.657,9.563,0.04338,17.98,2.3946,0.9609,0.16449,0.4451,6.506,5.013,5.301,0.3595,0.5025,0.231,1.814,0.3378,0.6477,0.59136,15.302,0.4818,0.9545,0.134,0.2142,1.244
2/16/2020,9917.27,258.85,23.3193,3.1287,0.29224,0.0027522,0.06146,0.02223,3.4126,0.00000707,4.0607,4.4566,411.68,1.0138,-1,74.67,0.02011,0.00000107,30.34,2.254,9.5637,5.1829,0.0465,0.07437,87.8,0.1623,3.0246,527.73,30.3751,0.05192,438,1.0945,4.382,1.535,1.5902,0.007081,0.9996,10.736,0.581,0.7207,0.00001125,0.78311,0.00002289,0.4707,0.13454,0.01383,76,0.905,0.0749,0.631,1.428,0.0107,13.1123,0.12,0.345,0.2697,22.7,7.306,382.9,45.66,1.087,0.7522,0.68945,4.3812,0.0005546,14.625,51.305,18.848,1.931,0.09248,3.2499,0.754,0.043586,0.00018859,0.0004971,0.75,0.816,1.135,0.06996,0.01353,0.541,9.87,-1,0.04135,329.5,4.13,0.009166,6.231,0.2774,0.016206,11.98,1.2304,0.2431,60,0.531,-1,0.9993,14.56,1.0964,70.9,5.067,15.0509,0.00023748,2.952,18.03,1910.48,0.003274,57.8,1.048,176.62,0.538,0.005411,1.527,0.0901,2.723,2.8593,0.5781,2.003,3.376,2.742,0.030832,2.0065,3.37084,40.12,0.2305,0.919,0.467,0.2941,27.819,1224.8,110.73,0.00774,5.5,0.949,0.12425,0.2984,0.003708,34.82,0.53484,5.0808,0.002775,0.0008258,0.0394,0.425,0.5837,27.76,41.1,0.2632,0.03526,2.493,62.01,0.00949,-1,0.13413,3.02,3.963,1.483,3.522,2.023,0.1753,0.7208,0.1136,0.11432,0.79044,0.001202,0.04873,14,0.31,0.00596,0.01696,26807.53,7.82,21.706,0.03328,0.06379,0.663,9.56,0.04356,18.032,2.5767,0.9013,0.19291,0.4284,6.283,4.621,5.246,0.35,0.5048,0.2389,2.036,0.34,0.6364,0.61632,15.47,0.4723,1.0411,0.1209,0.1902,1.206
2/17/2020,9706,267.85,23.4555,3.1578,0.28736,0.0026999,0.06019,0.02179,3.4754,0.00000748,4.177,4.3108,412.99,1.0779,-1,73.41,0.02009,0.00000138,43,2.138,9.6792,5.1613,0.0458,0.07272,82.59,0.1623,2.9283,507.59,30.323,0.05157,418.8,1.1029,4.27,1.499,1.729,0.006743,0.9996,10.348,0.817,0.7851,0.00001065,0.75205,0.00002589,0.4899,0.13716,-1,74.3,1.0359,0.0731,0.642,1.3716,0.01042,12.709,0.1247,0.3299,0.2416,22.02,7.069,374.2,44.41,1.148,0.7437,0.63978,4.3521,0.000534,15.027,52.223,17.836,1.975,0.10484,3.1609,0.713,0.046153,0.0001972,0.0004705,0.788,0.724,1.168,0.07272,0.013851,0.5498,9.687,-1,0.04394,327.2,4.394,0.009395,5.867,0.2834,0.015865,12.29,1.2582,0.2426,64.2,0.573,-1,0.9998,14.2,1.1498,73.5,4.8912,14.1575,0.00024373,2.728,17.146,1911.98,0.003369,59.298,0.9754,195.8,0.5606,0.005209,1.536,0.0799,2.753,3.0906,0.6157,2.02,3.689,2.805,0.030412,1.9534,3.31501,38.81,0.2303,0.89,0.5256,0.304,27.828,1267.5,114.66,0.00744,5.661,0.864,0.13694,0.2918,0.003811,33.85,0.47661,5.1249,0.002679,0.0007907,0.03855,0.4097,0.5884,28.13,40.81,0.2664,0.03326,2.51,64.01,0.00984,-1,0.13991,3.004,4.025,1.57,3.592,1.935,0.1708,0.7218,0.1164,0.10616,0.73254,0.001136,0.04824,13.638,0.2983,0.00572,0.01761,31645.39,7.685,21.064,0.03272,0.06813,0.714,9.768,0.04278,18.8,2.3563,0.8817,0.18503,0.4214,5.928,4.686,5.439,0.3455,0.5091,0.2333,1.675,0.3713,0.6476,0.6032,15.019,0.4513,1.0535,0.1309,0.1813,1.155
2/18/2020,10164.71,282.61,24.0821,2.9599,0.29827,0.0028286,0.06274,0.02262,3.4125,0.00000785,4.1621,4.5523,420.2,1.06,-1,77.25,0.02151,0.00000155,51.26,1.9281,9.8629,5.0491,0.04787,0.07603,86.34,0.1678,2.9077,522,30.5754,0.05081,395.3,1.1709,4.441,1.41,1.8263,0.007058,0.9996,10.873,0.721,0.8189,0.00001075,0.825,0.00002598,0.5155,0.14134,-1,86.647,0.9518,0.0721,0.62,1.1357,0.01061,12.8996,0.1194,0.3495,0.2447,21.19,7.459,366.6,39.7,1.07,0.7726,0.65483,4.5793,0.0005458,15.5,75.336,15.145,2.054,0.0954,3.4328,0.832,0.042427,0.00018764,0.0005154,0.667,0.716,1.093,0.06882,0.013681,0.5554,9.651,-1,0.04743,335.1,4.126,0.010122,6.121,0.2905,0.015865,12.24,1.4306,0.2212,65.74,0.582,-1,0.9978,13.37,1.189,70.4,5.6254,15.57,0.0002401,2.85,21.102,1922.88,0.003394,61.788,0.97,218.38,0.6366,0.005511,1.4,0.086,2.571,3.167,0.6145,1.648,3.6753,3.148,0.030983,1.96,3.33628,36.96,0.2349,0.864,0.5619,0.301,28.156,1214,115.56,0.00782,5.992,0.765,0.13992,0.3073,0.004323,35.13,0.47803,4.5622,0.002818,0.0007956,0.03834,0.3792,0.5823,30.16,40.84,0.2819,0.0347,2.639,66.06,0.01214,-1,0.14571,3.005,4.106,1.522,3.516,1.903,0.1776,0.796,0.1134,0.1075,0.75087,0.000857,0.04614,14.011,0.34,0.00606,0.01837,30621.02,7.177,19.802,0.02971,0.06231,0.675,9.348,0.042,19.628,2.6599,0.9213,0.16408,0.4733,6.161,4.654,5.205,0.3826,0.4672,0.2123,1.797,0.3844,0.6615,0.57854,15.203,0.4416,1.0206,0.1461,0.182,1.186
2/19/2020,9593.79,258.45,22.3709,2.9505,0.27466,0.0026085,0.05737,0.0202,3.5713,0.00000808,3.7465,4.3873,378.46,1.1768,-1,70.61,0.01996,0.00000165,54.22,2.1901,8.813,4.818,0.04213,0.07013,77.69,0.1529,3.0147,533.27,30.4246,0.0463,390.3,1.0888,4.146,1.56,2.185,0.006484,0.9997,10.613,0.685,0.8312,0.00001053,0.81617,0.00002696,0.4988,0.12664,-1,91.558,0.9125,0.0688,0.576,1.3526,0.00979,11.7295,0.1158,0.3476,0.3164,20.58,7.718,367.3,38.59,1.051,0.7079,0.54145,3.9752,0.0004992,14.043,68.104,15.798,1.878,0.09104,3.5539,0.886,0.040925,0.00018786,0.0005034,0.646,0.618,1.009,0.07556,0.013234,0.5391,9.147,-1,0.05095,327.5,3.947,0.01136,6.093,0.2672,0.015953,11.42,1.4783,0.2273,62.1,0.576,-1,0.9998,12.28,1.1854,72.2,5.2528,13.6918,0.00024342,2.652,24.151,1915.45,0.003088,57.388,0.8571,205.33,0.6241,0.005041,1.377,0.0744,2.806,3.229,0.6201,1.672,3.7785,3.461,0.03321,1.8742,3.80661,37.03,0.2378,0.759,0.5907,0.3183,28.025,1158.2,104.87,0.00691,5.852,0.768,0.13558,0.2798,0.004071,35.17,0.499,4.0326,0.002536,0.0007284,0.03783,0.3804,0.5158,26.28,42.56,0.2585,0.03096,2.443,64.31,0.01153,-1,0.14246,3.06,3.905,1.566,5.438,1.947,0.1744,0.8941,0.114,0.10247,0.76356,0.000976,0.04936,13.728,0.3523,0.00549,0.01702,28460.24,7.156,23.599,0.02857,0.05923,0.627,9.442,0.04188,22.922,2.6301,0.85,0.16417,0.4609,6.091,4.058,4.776,0.3633,0.4824,0.2131,1.752,0.3876,0.679,0.547,15.704,0.4198,1.0181,0.1791,0.1671,1.334
2/20/2020,9596.42,256.96,22.1626,2.8967,0.2709,0.002653,0.05815,0.0198,3.4842,0.00000887,3.8517,4.2644,371.1,1.1549,-1,69.4,0.02071,0.00000155,49.94,2.5657,8.8702,4.9177,0.04101,0.0704,76.39,0.164,3.101,524.88,29.0085,0.04614,389.1,1.172,4.461,1.583,2.05,0.00649,0.9997,10.562,0.776,0.803,0.00001034,0.94946,0.00002713,0.4975,0.13247,-1,80.679,0.9026,0.0707,0.52,1.2332,0.0093,13,0.116,0.4342,0.3359,20.71,8.864,346,39.06,1.15,0.7048,0.63999,3.9963,0.0004781,14.03,71.141,16.1,1.861,0.09793,3.6124,0.853,0.045291,0.00018925,0.0005087,0.612,0.617,1.01,0.07648,0.01315,0.533,9.156,-1,0.04536,339.4,3.982,0.010827,6.866,0.2656,0.016043,11.48,1.6799,0.2195,60.79,0.556,-1,0.9991,14.15,1.2767,68.8,5.7,13.2622,0.00023755,2.628,22.804,1915.95,0.003129,55.038,0.8867,196.06,0.5978,0.004937,1.383,0.0654,2.961,3.3469,0.6517,1.825,3.5226,3.534,0.031487,2.0964,3.76189,36.68,0.2295,0.78,0.602,0.3082,27.145,1159.8,104.82,0.00725,6.14,0.697,0.1321,0.278,0.003699,33.75,0.44703,4.5046,0.00235,0.0007235,0.03552,0.3847,0.5421,24.34,45.98,0.2564,0.03065,2.389,59.01,0.00949,-1,0.1362,2.975,3.772,1.624,5.242,1.977,0.1812,0.9063,0.1133,0.10695,0.77916,0.000901,0.04939,12.596,0.3652,0.00541,0.01825,25039.35,7.281,24.442,0.0273,0.06493,0.665,8.755,0.04279,22.818,2.8855,0.8298,0.16647,-1,6.38,3.552,5.012,0.3896,0.4594,0.229,1.655,0.3541,0.6261,0.50245,15.671,0.4099,0.9982,0.17,0.1628,1.276
2/21/2020,9677.05,265.27,22.1888,2.8669,0.27418,0.0026481,0.05853,0.02016,3.4243,0.00000882,4.1163,4.2778,377.74,1.1017,-1,73.25,0.02074,0.00000161,45.69,2.4755,9.4157,4.8072,0.04205,0.07099,80.29,0.1558,3.1481,514.13,29.8579,0.04601,386.7,1.1701,4.953,1.465,1.9004,0.006633,0.9997,10.929,0.835,0.7984,0.00001007,0.86501,0.00002724,0.4659,0.12776,-1,92.714,0.938,0.073,0.499,1.2286,0.00938,12.875,0.1161,0.418,0.3219,20.16,8.806,362.4,38.93,1.156,0.7106,0.59892,4.0509,0.0004941,14.017,70.595,15.556,1.826,0.09519,3.4818,0.866,0.0486,0.00019219,0.0004804,0.686,0.383,1.012,0.07976,0.013659,0.591,9.63,-1,0.04704,364.8,4.067,0.011681,6.529,0.2681,0.015604,14.17,1.7784,0.2138,61.56,0.561,-1,0.9987,12.91,1.2306,66.3,5.25,12.3488,0.00024956,2.688,26.221,1910,0.003134,56.622,0.8797,196.35,0.6477,0.005181,1.456,0.0682,3.056,3.2344,0.6308,1.606,3.5269,3.573,0.029479,2.0882,3.82342,35.38,0.2295,0.767,0.5481,0.322,26.733,1145.8,107.39,0.00739,6.488,0.632,0.1278,0.2882,0.004249,34.53,0.47742,4.0548,0.002217,0.0007332,0.03463,0.391,0.5567,25.85,46.33,0.2653,0.03105,2.416,59.41,0.01026,-1,0.11622,2.94,3.612,1.542,4.828,2.363,0.1623,0.8725,0.1105,0.12536,0.76131,0.000913,0.04678,13.103,0.4026,0.00547,0.01903,23822.04,6.844,22.05,0.02504,0.06223,0.667,8.801,0.04062,21.493,3.0942,0.8525,0.17493,-1,6.315,3.907,4.828,0.4222,0.4609,0.2275,1.788,0.3562,0.6503,0.52582,17.721,0.4403,0.9814,0.177,0.1687,1.184
2/22/2020,9650.86,261.57,21.9689,2.6232,0.27468,0.0025887,0.05825,0.02002,3.6745,0.00000832,4.2541,4.1066,373.14,1.1126,-1,74.79,0.02076,0.00000151,43.87,2.8653,9.4958,4.784,0.04199,0.0703,78.9,0.1575,2.8469,497.75,29.3247,0.04522,381.1,1.1705,5.011,1.459,2.0921,0.006593,0.9997,10.635,0.94,0.7528,0.00001017,0.91807,0.00002591,0.4425,0.12846,-1,87.838,0.9712,0.0695,0.453,1.1662,0.00923,12.403,0.1172,0.4495,0.3892,17.53,9.257,347,40.18,1.166,0.6963,0.57927,4.1004,0.0004799,13.72,76.407,15.17,1.521,0.09191,3.2998,0.851,0.050897,0.0001935,0.0004676,0.681,0.493,1.067,0.07889,0.013306,0.5889,10.995,-1,0.04476,367,4.538,0.010636,7.301,0.2704,0.02115,12.12,1.9169,0.2118,60.73,0.574,-1,0.9987,11.61,1.2669,63,4.95,11.2365,0.000242,2.673,26.195,1906.01,0.003154,51.094,0.8855,201.08,0.624,0.004952,1.446,0.0626,2.839,2.9655,0.6092,1.59,3.5322,3.497,0.030899,1.99,3.50543,34.17,0.2168,0.741,0.6183,0.3274,35.45,1158.5,103.79,0.00738,6.23,0.507,0.12428,0.2811,0.003843,34.85,0.48061,3.859,0.002138,0.0007301,0.03363,0.3798,0.5667,25.7,44.13,0.2717,0.03021,2.388,59.56,0.01188,-1,0.11391,2.736,3.816,1.554,3.902,2.131,0.1675,0.8151,0.1107,0.12402,0.7721,0.000891,0.04689,12.659,0.3688,0.0054,0.01967,22790.75,6.738,19.156,0.02782,0.06129,0.664,8.348,0.04113,21.525,3.0821,0.8464,0.16975,-1,6.765,3.788,4.76,0.4067,0.4963,0.2136,1.779,0.3947,0.6327,0.54728,15.775,0.4086,0.9016,0.1844,0.16,1.156
2/23/2020,9936.4,274.48,22.8452,2.5439,0.28298,0.0026772,0.06145,0.02133,3.4894,0.00000835,4.2606,4.2365,401.57,1.0339,-1,79.52,0.02229,0.00000161,48.74,2.6822,9.7439,4.6637,0.04342,0.07299,85.05,0.1691,2.7666,486.31,30.473,0.04294,378.7,1.1883,4.794,1.323,2.2697,0.006955,0.9996,11.156,0.919,0.7451,0.00000992,0.96895,0.00002617,0.4377,0.14149,-1,90.688,0.9477,0.0707,0.453,1.2939,0.0096,12.282,0.117,0.4594,0.3901,15.65,8.623,291.1,41.05,1.265,0.7286,0.59955,4.3778,0.0004907,14.294,78.975,17.255,1.422,0.09131,3.52,0.912,0.046363,0.00019009,0.0004363,0.699,0.405,1.326,0.07966,0.013458,0.6092,11.131,-1,0.04144,356.6,4.46,0.010537,7.336,0.2777,0.020897,12.38,1.8115,0.206,63.32,0.562,-1,0.997,11.11,1.2606,63.1,4.7567,8.0053,0.00021978,2.756,24.237,1919.83,0.003246,52.888,0.9576,184.21,0.6167,0.005155,1.433,0.0688,2.886,3.017,0.5903,1.505,3.5544,3.857,0.0294,2.0733,3.43701,37.12,0.2202,0.74,0.7112,0.3171,34.205,1139,108.09,0.00778,5.952,0.526,0.1312,0.2878,0.00449,34.97,0.50457,3.9224,0.002348,0.0007501,0.03337,0.3755,0.5809,26.09,43.14,0.2759,0.03185,2.491,61.6,0.01115,-1,0.11826,2.825,3.667,1.529,3.925,2.166,0.1659,0.8445,0.1124,0.1335,0.79646,0.000859,0.04411,11.387,0.3854,0.00558,0.02106,21047.03,6.889,20.541,0.03028,0.05834,0.657,8.367,0.04143,21.467,2.9379,0.8925,0.17326,-1,6.233,3.829,4.678,0.4033,0.5901,0.2171,1.789,0.4405,0.4927,0.47951,16.175,0.3439,0.9543,0.2028,0.168,1.157
