,MSFT_BRK-B_p_val,MSFT_TSM_p_val,MSFT_LLY_p_val,MSFT_AVGO_p_val,MSFT_NVO_p_val,MSFT_PG_p_val,MSFT_KO_p_val,NVDA_NVO_p_val,AMZN_BRK-B_p_val,AMZN_TSM_p_val,AMZN_TSLA_p_val,AMZN_JPM_p_val,AMZN_PG_p_val,AMZN_CVX_p_val,META_BRK-B_p_val,META_NVO_p_val,META_MA_p_val,META_ASML_p_val,BRK-B_TSM_p_val,BRK-B_AVGO_p_val,BRK-B_NVO_p_val,BRK-B_ASML_p_val,BRK-B_CVX_p_val,TSM_LLY_p_val,TSM_AVGO_p_val,TSM_JPM_p_val,TSM_NVO_p_val,TSM_PG_p_val,TSM_KO_p_val,LLY_TSLA_p_val,LLY_AVGO_p_val,LLY_NVO_p_val,LLY_PG_p_val,TSLA_NVO_p_val,TSLA_UNH_p_val,TSLA_PG_p_val,AVGO_JPM_p_val,AVGO_NVO_p_val,AVGO_UNH_p_val,AVGO_SPY_p_val,AVGO_COST_p_val,AVGO_BAC_p_val,AVGO_MRK_p_val,AVGO_KO_p_val,JPM_SPY_p_val,JPM_MRK_p_val,JPM_CVX_p_val,NVO_V_p_val,NVO_UNH_p_val,NVO_SPY_p_val,NVO_XOM_p_val,NVO_MA_p_val,NVO_PG_p_val,NVO_ORCL_p_val,NVO_COST_p_val,NVO_ASML_p_val,NVO_HD_p_val,NVO_BAC_p_val,NVO_ABBV_p_val,NVO_CVX_p_val,WMT_CVX_p_val,V_MA_p_val,V_ABBV_p_val,V_CVX_p_val,UNH_MA_p_val,UNH_MRK_p_val,MA_ABBV_p_val,MA_CVX_p_val,HD_ABBV_p_val,BAC_CVX_p_val,BAC_KO_p_val,MRK_CVX_p_val,CVX_KO_p_val
0,0.539911601,0.857426472,0.134511257,0.784879453,0.00111108,0.693335276,0.616770528,0.200857081,0.409335024,0.975921656,0.701393621,0.492441505,0.794644342,0.627538818,0.955361109,0.702917,0.810497562,0.17190186,0.640510227,0.93523412,0.745253042,0.916788065,0.787140428,0.522780021,0.077069137,0.175348532,0.766406036,0.051865046,0.194135635,0.061737627,0.830866935,0.592394791,0.828707086,0.012468831,0.931212573,0.801761313,0.5548809,0.797485346,0.696703021,0.12837673,0.814263245,0.793171471,0.143742566,0.840408811,0.974104643,0.463649304,0.604025992,0.497490385,0.209267176,0.609068933,0.342217449,0.526931622,0.583111983,0.636256947,0.789387544,0.033235154,0.523003435,0.501895825,0.492622457,0.40205153,0.471160672,0.36746163,0.151648013,0.796885584,0.491486154,0.636488934,0.201736646,0.630733817,0.490703474,0.44642956,0.688663506,0.217681388,0.730958746
1,0.49247953,0.774701535,0.128709582,0.742114718,0.000929565,0.641561677,0.568535038,0.220081296,0.526921496,0.970147202,0.690881325,0.501578808,0.767737757,0.583857874,0.933062869,0.671131067,0.812686391,0.227660331,0.62492757,0.919618282,0.730196665,0.90924172,0.737929494,0.477987702,0.131818603,0.159335384,0.510455444,0.043740787,0.173330644,0.06467124,0.800729159,0.584033188,0.795834121,0.011822024,0.936943645,0.750727516,0.491030552,0.802340453,0.695651284,0.132851452,0.811171533,0.308935208,0.164002893,0.839897754,0.962753166,0.39982926,0.592550367,0.502831217,0.225449388,0.580785628,0.271712923,0.523087386,0.62235888,0.552408903,0.706995963,0.052923152,0.492827835,0.413758445,0.449939076,0.325228063,0.437601086,0.370343334,0.142089742,0.747694606,0.471720819,0.572375375,0.196498643,0.612783502,0.49435427,0.467845896,0.673669278,0.214020286,0.741555577
2,0.478382892,0.783237965,0.181171633,0.73652943,0.001129844,0.62724921,0.550569193,0.255947491,0.581053552,0.972674496,0.699830573,0.539448557,0.781356986,0.650300475,0.94066683,0.699209934,0.804049105,0.198238214,0.540352295,0.870067148,0.690663043,0.8612028,0.652544099,0.393405273,0.234221242,0.091519207,0.406102093,0.019313287,0.11577195,0.073786986,0.72984372,0.567544201,0.738429034,0.012741678,0.923704526,0.767845081,0.508292951,0.808163963,0.683540614,0.12460779,0.812664609,0.316890962,0.200817838,0.839023056,0.964328079,0.407796941,0.580426257,0.514599748,0.210277573,0.619683446,0.236623753,0.540446162,0.619228464,0.4878154,0.670702613,0.079450334,0.551188724,0.351170027,0.463535837,0.284032262,0.417589789,0.376915206,0.131970916,0.810904511,0.533790877,0.711489247,0.176397306,0.68840296,0.517184417,0.512366322,0.653521406,0.180997027,0.760036581
3,0.549491878,0.808713434,0.188462768,0.793141649,0.001732616,0.695927045,0.622020234,0.223432597,0.680025059,0.978076822,0.675077257,0.640060614,0.838780447,0.772610688,0.941489865,0.718776048,0.787749486,0.142979627,0.451539647,0.861520443,0.677536761,0.829434533,0.615700638,0.379274584,0.178877723,0.07220286,0.379830948,0.013117622,0.090653888,0.095609732,0.723653679,0.56308679,0.732934066,0.01780886,0.936614177,0.833604867,0.492716715,0.813967466,0.715942873,0.117065049,0.68418511,0.324739555,0.181977626,0.838777682,0.967599746,0.400896415,0.528590939,0.578433593,0.230102452,0.664179701,0.270213679,0.610764953,0.59628394,0.562285871,0.721367005,0.061184937,0.61632781,0.371727501,0.466869241,0.317997877,0.409286968,0.349448682,0.147660487,0.82521663,0.471541987,0.636149948,0.207865533,0.659315918,0.529193094,0.461700149,0.700000681,0.194405263,0.783831165
4,0.595375212,0.821398745,0.228967535,0.835968283,0.001918394,0.749381146,0.676224511,0.273336962,0.726766639,0.986305384,0.762740309,0.736875176,0.889420134,0.855527086,0.969100514,0.781912229,0.891943431,0.149414641,0.679755891,0.910695975,0.695814066,0.867609032,0.613237219,0.38724131,0.225923703,0.488964468,0.372645035,0.010674082,0.093902187,0.099413001,0.756689304,0.554814747,0.757436787,0.015563527,0.93681937,0.836281898,0.500160066,0.811463005,0.693044189,0.117490783,0.683819977,0.745942825,0.207291817,0.830624395,0.970298567,0.405749167,0.495944227,0.580113622,0.237984688,0.677018892,0.339110225,0.607895083,0.587620888,0.551712532,0.728929088,0.0632362,0.612340916,0.45817277,0.460076391,0.397174376,0.428304432,0.385833764,0.144117516,0.825053543,0.420344072,0.528266072,0.205743111,0.653735507,0.450727087,0.4422435,0.728157334,0.256985229,0.777874808
5,0.677388737,0.881795824,0.350099823,0.905474997,0.002003816,0.839467735,0.765435004,0.224399589,0.735258535,0.991021212,0.715425999,0.752287311,0.911470255,0.870636635,0.963287476,0.71818982,0.846670895,0.167416807,0.86185728,0.947014148,0.720884817,0.899491208,0.659575385,0.45574444,0.30750472,0.619512643,0.422337495,0.015543283,0.162660569,0.13574014,0.743333343,0.562755381,0.735038812,0.014842033,0.952156792,0.88622708,0.622588959,0.814958302,0.694672144,0.121745015,0.669998794,0.457121074,0.231774581,0.848661548,0.982555465,0.427489967,0.463870318,0.638565487,0.282246691,0.757752593,0.40027714,0.679454532,0.731811831,0.704221021,0.762387399,0.040916456,0.678233509,0.542844634,0.4802399,0.479533441,0.413420509,0.364545828,0.143265501,0.820956818,0.329624667,0.550677035,0.21219989,0.689043635,0.418429789,0.509549831,0.705587461,0.237068022,0.76756906
6,0.450262688,0.794402196,0.270321117,0.823408638,0.001680276,0.688201157,0.574471763,0.237441817,0.423721532,0.989230504,0.680231091,0.447816056,0.812804902,0.677530587,0.927469421,0.665558075,0.860014326,0.164271894,0.801730515,0.962890546,0.809137296,0.945299292,0.764914877,0.495573823,0.066328538,0.602943658,0.495599549,0.011769196,0.213690772,0.19128852,0.596197069,0.569436258,0.617741722,0.020681621,0.966991933,0.810484042,0.496472703,0.807027084,0.708399887,0.128074084,0.804807146,0.369335867,0.245789092,0.808263709,0.933923216,0.384075262,0.482779779,0.594969594,0.317024096,0.672051021,0.239840833,0.629669485,0.530041222,0.49845018,0.714528727,0.042228565,0.592629479,0.351768174,0.477013687,0.303226733,0.39126026,0.401372029,0.134411472,0.775048134,0.195948149,0.400163478,0.211618879,0.616913242,0.38951589,0.461420423,0.732312199,0.234340527,0.76188083
7,0.4083297,0.798028536,0.322620671,0.809016358,0.00179332,0.651423408,0.53291929,0.263017759,0.380461644,0.986072635,0.703827325,0.383803702,0.779032896,0.630752325,0.933220467,0.687828458,0.917934762,0.182555793,0.869286025,0.964278772,0.805125377,0.94024505,0.810627781,0.456738621,0.120744703,0.658229085,0.472951945,0.005682978,0.175882338,0.170560137,0.584058843,0.578616646,0.608779875,0.016167336,0.962636952,0.746448651,0.514750197,0.808755427,0.67834267,0.14073992,0.81629851,0.37903542,0.362731947,0.84925629,0.9328431,0.381590365,0.555231798,0.548258095,0.320097163,0.646925591,0.223101456,0.58326594,0.509188315,0.473904223,0.74764538,0.048031178,0.543743804,0.31006637,0.459305614,0.278396737,0.371476871,0.39822688,0.13890162,0.772860914,0.116878462,0.359753206,0.207601161,0.619996328,0.378165713,0.509250178,0.736390929,0.381518076,0.730760276
8,0.452391828,0.822073856,0.402225447,0.829041394,0.00158339,0.693715361,0.57762089,0.27442425,0.443644415,0.987761195,0.670365683,0.478330546,0.827885517,0.692152395,0.939512622,0.699110662,0.969757754,0.186487004,0.811851214,0.969034261,0.763682098,0.927329563,0.801416527,0.485645522,0.195443843,0.207176541,0.496500157,0.006451986,0.19466882,0.274984541,0.562838253,0.624613126,0.593106767,0.018009511,0.967969743,0.812237229,0.597365522,0.821439567,0.690765064,0.141455333,0.833843456,0.468856031,0.595822977,0.857676364,0.933899069,0.404854835,0.590388804,0.559945353,0.360877042,0.640282893,0.279868742,0.602632806,0.492682142,0.458816699,0.786413256,0.04422354,0.522528228,0.370061075,0.442910818,0.339904367,0.373652906,0.401191385,0.157181155,0.803000591,0.125149888,0.448371212,0.242519797,0.63286234,0.313892413,0.459990516,0.638771428,0.282453586,0.680261441
9,0.559371807,0.884510733,0.131193257,0.881722647,0.002225848,0.795166373,0.683215723,0.255175905,0.525402641,0.981937945,0.703489342,0.603189756,0.868598094,0.797553681,0.949075067,0.721720514,0.944369444,0.186973165,0.809357112,0.977532507,0.762850311,0.926756943,0.833535467,0.504721159,0.085565339,0.259995605,0.544320675,0.005202632,0.206715462,0.045500689,0.846216224,0.201108633,0.808069945,0.017297186,0.965906485,0.84065179,0.657893677,0.834855619,0.684831326,0.13946086,0.837443363,0.51081257,0.479638412,0.854938201,0.958446725,0.411754695,0.593194674,0.561327775,0.308635327,0.610441014,0.259712616,0.552233663,0.424966473,0.386362819,0.732130575,0.040507337,0.455817177,0.333838254,0.38661401,0.320806538,0.385429775,0.316812657,0.185672809,0.799452248,0.163466367,0.38154597,0.247475724,0.681354902,0.345637907,0.421447951,0.658668146,0.251785822,0.67204539
10,0.56159543,0.890370328,0.29406912,0.890416948,0.001187567,0.817130156,0.691099366,0.215563765,0.537079308,0.983983978,0.724876412,0.619145818,0.87497078,0.814905396,0.941940667,0.682550265,0.967760572,0.217392574,0.896690536,0.984233938,0.76552707,0.927085654,0.829637995,0.485836265,0.257095879,0.282497082,0.531926305,0.005539365,0.22716387,0.043140681,0.816166616,0.138747168,0.750702437,0.011712979,0.961501647,0.832459429,0.759871001,0.839062149,0.690688774,0.168856348,0.84483464,0.82048241,0.588627529,0.880613715,0.96744517,0.42510416,0.597713706,0.522091018,0.381588846,0.61299231,0.342622797,0.543570904,0.526310563,0.486183267,0.807200429,0.039011042,0.396594173,0.4356734,0.41038189,0.422005157,0.381425387,0.330879655,0.156978308,0.823730945,0.101180308,0.304313492,0.22339323,0.684301592,0.37216539,0.406821534,0.655608463,0.342169956,0.645458127
11,0.586215769,0.914261076,0.159600017,0.907658822,0.001512165,0.853492057,0.729946489,0.22704774,0.56354096,0.984840478,0.70962335,0.653807741,0.884960554,0.834826638,0.938187733,0.693329983,0.97091083,0.200198419,0.880524601,0.988483581,0.760100673,0.916927925,0.840802795,0.495286267,0.290613257,0.313727589,0.537757457,0.003252963,0.209755264,0.038956385,0.843285445,0.145011463,0.760906522,0.011018322,0.940015161,0.83461761,0.830304699,0.850753625,0.725042495,0.215780186,0.860398433,0.736112086,0.700264619,0.907604998,0.96886427,0.409698675,0.64014264,0.464573347,0.342720117,0.522895448,0.358347494,0.468238726,0.554463046,0.510573812,0.757554463,0.039629654,0.326085487,0.450719618,0.367819953,0.441563137,0.379711598,0.322272207,0.174751501,0.813208683,0.111174341,0.540863629,0.236476214,0.683105685,0.351694469,0.39378947,0.649285842,0.398725778,0.646927402
12,0.49161673,0.905281527,0.164011488,0.887253962,0.00072974,0.803526884,0.651146806,0.15962111,0.551813829,0.98799913,0.714107107,0.624485731,0.893329657,0.816257291,0.954196927,0.66743519,0.985237231,0.186306078,0.851634343,0.970841246,0.743101971,0.90739205,0.859218944,0.490441973,0.293944192,0.259614691,0.530949502,0.00108739,0.169503609,0.040418948,0.82421259,0.272488793,0.739636667,0.008107038,0.941448222,0.80664144,0.633424747,0.820879912,0.642722945,0.12734268,0.647048082,0.461853619,0.381337868,0.861300685,0.967128516,0.442625289,0.578601817,0.558593373,0.465314855,0.636224621,0.373890018,0.597811366,0.658613046,0.602546694,0.77584729,0.039654677,0.425680788,0.479567992,0.386399323,0.458451568,0.38690805,0.383958102,0.187389605,0.797342098,0.077550399,0.507265199,0.286620124,0.571211076,0.321551653,0.376995992,0.621344918,0.361509782,0.650901907
13,0.587837804,0.943506714,0.217608451,0.923002172,0.000855652,0.866400753,0.735687171,0.17801648,0.482598252,0.990764842,0.757888842,0.689022072,0.915705345,0.880819942,0.951378345,0.726057741,0.976975861,0.193991724,0.979743571,0.982757727,0.70918304,0.880932157,0.864825949,0.512071237,0.288068703,0.320176036,0.53451419,0.002112385,0.231680673,0.041152979,0.86366007,0.271698269,0.779224655,0.008120857,0.959506396,0.790147654,0.753995225,0.822412858,0.61459162,0.157702294,0.678759997,0.636222118,0.541011507,0.867604573,0.976794973,0.414446475,0.644727498,0.577084187,0.495874783,0.692496523,0.413863205,0.60670389,0.667256421,0.598331973,0.888054241,0.043679953,0.489604033,0.501410353,0.416485593,0.503372306,0.394564762,0.347903006,0.163471754,0.809045463,0.095593731,0.531514516,0.233119108,0.632160359,0.314059328,0.411355708,0.663261734,0.231910673,0.685795964
14,0.541589342,0.928934026,0.257578584,0.904712962,0.001078135,0.837737541,0.687586165,0.165484078,0.560197093,0.992310149,0.809581863,0.715022265,0.916627318,0.885068273,0.864681358,0.732035541,0.972834252,0.194842841,0.891934846,0.976440647,0.6980746,0.87192946,0.845244116,0.520040041,0.188041754,0.383413528,0.530641371,0.002370581,0.281435847,0.040410925,0.82868878,0.27733258,0.750159871,0.008074417,0.958583018,0.782979947,0.775554909,0.822480182,0.635848472,0.139676177,0.682490082,0.691396874,0.492946848,0.922221417,0.975341165,0.410160198,0.628114458,0.589171493,0.453795138,0.718922217,0.345181438,0.634600608,0.640623937,0.564153367,0.903783227,0.045344667,0.526070994,0.415653312,0.445446211,0.426857385,0.392374176,0.393576966,0.150860556,0.835162753,0.07391185,0.601531572,0.226115781,0.520633607,0.308128143,0.446430054,0.681711862,0.27177513,0.672317996
15,0.527893038,0.909292618,0.229434046,0.89537141,0.001214343,0.823750312,0.660853815,0.179054447,0.503462154,0.990164222,0.82027924,0.724647943,0.916481989,0.869067129,0.802559893,0.70367597,0.982841804,0.213305415,0.986522265,0.980207046,0.722340363,0.880998524,0.84291172,0.546101982,0.218807386,0.455449556,0.551470573,0.002278861,0.348464281,0.038518157,0.814749131,0.273026419,0.743949858,0.0079315,0.952941405,0.721262726,0.741909218,0.822382113,0.659329554,0.172971756,0.674990602,0.658159018,0.514702803,0.91111246,0.965092864,0.414164465,0.5869829,0.552789246,0.437457594,0.633681442,0.286002968,0.594804016,0.546426066,0.463719402,0.928781644,0.042758271,0.409221255,0.346599988,0.421007249,0.355744918,0.390550183,0.427850124,0.168005539,0.737347185,0.061998208,0.540508839,0.265700745,0.455347142,0.274342075,0.436041064,0.664442623,0.252534182,0.658742035
16,0.446481167,0.880122259,0.200369966,0.870062247,0.001096133,0.771006102,0.58600298,0.179282039,0.626598455,0.991039337,0.802827664,0.731009826,0.932391799,0.862054665,0.78548237,0.680976712,0.982544906,0.228959978,0.987081099,0.977548371,0.70623214,0.873156651,0.834988814,0.56367984,0.227913267,0.468490266,0.562412147,0.001897033,0.402301902,0.036268195,0.837577483,0.136574621,0.782838082,0.007385261,0.949468275,0.800083912,0.73551095,0.823167389,0.636477691,0.160660782,0.685187627,0.649382106,0.502884737,0.913738099,0.95990837,0.397489224,0.539213253,0.539395104,0.425099503,0.649269303,0.353546859,0.5892936,0.539074391,0.441631314,0.938425798,0.035851253,0.412802476,0.420290293,0.422296996,0.434182086,0.390994316,0.47800469,0.151937071,0.721495411,0.040996032,0.685695433,0.247882948,0.468570698,0.221236244,0.491344448,0.689956239,0.197856385,0.684543096
17,0.386739005,0.865547394,0.166089185,0.84590286,0.001071825,0.723628797,0.528027869,0.17254962,0.526465816,0.986464861,0.750688842,0.59261924,0.891406373,0.797599551,0.573026624,0.582955058,0.927811906,0.432680986,0.938562563,0.983588257,0.721296729,0.874644156,0.834070302,0.563591245,0.203373381,0.473491285,0.572646095,0.003259268,0.442099928,0.035755163,0.888441547,0.144366013,0.792518641,0.007465157,0.950828835,0.807245116,0.793377264,0.828714319,0.632731098,0.226139586,0.695670884,0.729989905,0.579365584,0.921250555,0.961510585,0.404269843,0.554358484,0.503467974,0.432159818,0.581132992,0.312322118,0.537561678,0.530076736,0.429111373,0.928189961,0.02328371,0.328552845,0.35491625,0.377930483,0.383493083,0.396618148,0.479381543,0.18485376,0.70261783,0.021939724,0.617015509,0.298391477,0.463316717,0.201837963,0.72661991,0.721743522,0.201241493,0.687394798
18,0.398159168,0.870123902,0.180747953,0.867621489,0.001352364,0.746496113,0.552822075,0.180953215,0.386451753,0.98510299,0.650478946,0.533860205,0.901728334,0.772468936,0.591364381,0.552032905,0.927079295,0.396578408,0.927471723,0.982204329,0.711985286,0.862634569,0.824652229,0.575812095,0.21211191,0.497145111,0.579900882,0.002822556,0.454545994,0.035104592,0.822196244,0.155954337,0.740358177,0.008693442,0.959677106,0.859157639,0.828752425,0.826375587,0.559399007,0.202460315,0.696463612,0.776079623,0.586135051,0.912573318,0.972184838,0.419478184,0.563857876,0.38649525,0.383675945,0.484643135,0.333876521,0.43493196,0.524632134,0.415427654,0.923549315,0.032242335,0.200970061,0.374948009,0.35753485,0.411557329,0.398762852,0.528090017,0.146524595,0.721183813,0.07869889,0.526467066,0.251914096,0.487654077,0.120172034,0.748479635,0.722870066,0.293239549,0.639823144
19,0.517905986,0.919693378,0.213860965,0.914600668,0.000628552,0.847639646,0.661842212,0.237552455,0.481041951,0.990024406,0.601874978,0.641343536,0.934033751,0.856481221,0.637774791,0.618602223,0.94223345,0.336638469,0.933901626,0.984144644,0.693345071,0.844490166,0.835711277,0.594464043,0.189193505,0.519595355,0.589311477,0.004292225,0.493219661,0.032978326,0.870049136,0.164550971,0.809021795,0.013866434,0.972872253,0.920502617,0.855057923,0.83736437,0.517319483,0.218378081,0.710072946,0.801710226,0.598177383,0.898419451,0.976915273,0.421574609,0.570440852,0.412720332,0.366192356,0.51705044,0.309155068,0.463452313,0.490123038,0.377128758,0.897682647,0.027593886,0.226590703,0.339605924,0.373155873,0.387531436,0.396900916,0.569061812,0.14850842,0.704089229,0.078352636,0.636883278,0.264229025,0.484618125,0.105644237,0.771230735,0.723949823,0.311909472,0.635545663
20,0.58566244,0.935953307,0.23939801,0.943521634,0.000650412,0.891529917,0.713575976,0.220553341,0.73423742,0.993684393,0.638620044,0.803962162,0.969351689,0.930121132,0.770935503,0.627877006,0.946872642,0.22925019,0.9383799,0.983000899,0.683244975,0.840233313,0.835272114,0.593449607,0.176833166,0.517000929,0.588687189,0.00336919,0.482231233,0.037875918,0.859840278,0.155115246,0.834357009,0.018137253,0.976761591,0.933013837,0.840498963,0.839515714,0.547560004,0.170071162,0.697556598,0.799486594,0.565625755,0.904729233,0.981966532,0.431297062,0.639906014,0.419467783,0.33893256,0.529206028,0.326655156,0.45979335,0.51382078,0.403723065,0.92397274,0.039886063,0.23341598,0.356279626,0.372893003,0.412658503,0.396513681,0.468153605,0.14975777,0.748035779,0.102851906,0.669401666,0.241672914,0.553577814,0.089983649,0.783027447,0.710551005,0.251132508,0.621168552
21,0.593548725,0.924536633,0.254909431,0.949218399,0.000593094,0.901800781,0.717824561,0.190707391,0.738803385,0.993682089,0.540763362,0.788869724,0.968491975,0.929197813,0.717837274,0.616037787,0.92489819,0.250594021,0.96378777,0.982816391,0.675156535,0.833271123,0.824336458,0.619425562,0.280719374,0.627401505,0.60574416,0.005241342,0.574758439,0.042312264,0.854455618,0.143612902,0.830716368,0.028985177,0.985152596,0.960131756,0.854281375,0.842207834,0.536318018,0.179491114,0.700413395,0.814242002,0.573619174,0.906795935,0.985572467,0.41377471,0.67430008,0.419311473,0.36310672,0.535138994,0.347584682,0.46335908,0.524379736,0.414583816,0.94886727,0.042524714,0.208489179,0.365465611,0.363175635,0.432637217,0.39907801,0.504788416,0.141032351,0.801804487,0.13283252,0.643432747,0.232361115,0.572981745,0.072661116,0.772947278,0.704167099,0.232372341,0.645860998
22,0.668142255,0.910881108,0.282634202,0.96695093,0.00164666,0.929884906,0.779396318,0.249905229,0.882354467,1.0,0.500759129,0.915284994,0.988122262,0.972148924,0.946109206,0.569008026,0.941416755,0.246538658,0.983130012,0.976864622,0.649311751,0.799745647,0.79416818,0.709079554,0.189166773,0.828266329,0.688862302,0.010913861,0.772130349,0.066268792,0.893528982,0.164115603,0.878614644,0.147519515,0.990706395,0.986768913,0.863713061,0.841096528,0.560791904,0.165564456,0.696440757,0.833918265,0.587372093,0.925951181,0.986863582,0.416018297,0.647127898,0.39757963,0.30782496,0.512083668,0.373528779,0.452955551,0.480724604,0.353050847,0.925783628,0.056230961,0.188077231,0.396912758,0.361919265,0.461856909,0.399491037,0.536838516,0.131788544,0.836689123,0.107215695,0.664734312,0.230875032,0.633697667,0.05524595,0.79882373,0.706794252,0.176396166,0.660895053
23,0.613130554,0.898772962,0.249381123,0.957028142,0.002169363,0.906896652,0.733368976,0.31848491,0.826058059,1.0,0.444456543,0.840095366,0.984101721,0.942920235,0.71452078,0.61398805,0.965725689,0.259004675,0.974961115,0.973412334,0.659791296,0.801000261,0.786275338,0.713577405,0.134398378,0.822277676,0.69778856,0.005677823,0.774042968,0.074181298,0.896924072,0.192342884,0.877280806,0.274445375,0.991711554,0.9894598,0.834274122,0.836306113,0.579455071,0.16153736,0.666913298,0.802718394,0.564431681,0.908269594,0.986946508,0.385501886,0.661297663,0.384660727,0.291987708,0.459082782,0.290365334,0.438655389,0.452501855,0.369005513,0.756488131,0.049476107,0.13200784,0.301970652,0.325965381,0.366141099,0.449774181,0.514741239,0.184115697,0.830607423,0.165103479,0.601131019,0.317641688,0.554524042,0.055853315,0.733844629,0.701290387,0.120322016,0.644233526
24,0.69291983,0.908607604,0.282430474,0.970033383,0.004121894,0.93766651,0.79423218,0.3314221,0.81619268,1.0,0.462724192,0.904322465,0.990375171,0.963774727,0.950166049,0.664711179,0.978085208,0.282713649,0.985938521,0.985562857,0.649893235,0.794756819,0.76330982,0.789400736,0.248591171,0.919529495,0.767797839,0.012129782,0.905838645,0.051991376,0.916414247,0.186269586,0.901155152,0.162756251,0.990049509,0.985849459,0.855005531,0.847367316,0.54560977,0.178522648,0.679635082,0.830085637,0.663173735,0.920879123,0.98667066,0.364461154,0.662499181,0.394530702,0.317620375,0.472903472,0.400402373,0.447040715,0.490755103,0.405801188,0.850313378,0.073158742,0.130733542,0.408645524,0.305735113,0.479277402,0.4421116,0.517957849,0.179804195,0.815390567,0.167849535,0.646968534,0.311477875,0.479406304,0.060710081,0.762149437,0.694668681,0.139498323,0.561423971
25,0.706069845,0.853059576,0.358243481,0.96894445,0.008738965,0.9472571,0.7761307,0.45761897,0.905776273,1.0,0.460282043,0.925442446,0.991009213,0.971428361,0.955025661,0.691791427,0.990318705,0.311925224,0.993082997,0.993321687,0.655796288,0.800982297,0.746757231,0.873408363,0.563754334,0.97298329,0.857964527,0.027137857,0.968900758,0.074523107,0.894650245,0.169031934,0.847614346,0.232790748,0.991905212,0.985812387,0.893515283,0.859631969,0.614303083,0.211435848,0.666546865,0.872960555,0.750024025,0.940275767,0.986458092,0.351975608,0.639306547,0.497532594,0.340965238,0.503951361,0.401377186,0.551824189,0.5213385,0.418676565,0.662627691,0.08047467,0.143891345,0.407716024,0.321576437,0.481647687,0.466049202,0.551294522,0.213899613,0.742721938,0.100768365,0.57927842,0.36834865,0.453089862,0.051097442,0.391787956,0.704049934,0.112214892,0.518819897
26,0.735015636,0.845001295,0.426180739,0.966102956,0.009421348,0.951333145,0.777523324,0.46063806,0.935198587,1.0,0.617994881,0.956304239,0.992353502,0.977740221,0.955110162,0.685192374,0.989002292,0.310221448,0.984938289,0.981515374,0.636297565,0.777592695,0.729446817,0.873043572,0.485458231,0.961203274,0.848213311,0.00966969,0.958438176,0.154442518,0.84788846,0.137298715,0.80726844,0.57008135,0.993735984,1.0,0.859131045,0.855408016,0.628079513,0.170356405,0.657247392,0.82995777,0.732709095,0.92407258,0.978347002,0.344551691,0.624710844,0.48780383,0.350131884,0.489088886,0.399463536,0.544629669,0.499786383,0.388942131,0.594928061,0.087783708,0.146641493,0.407735046,0.329310009,0.474161556,0.518135314,0.576898959,0.198114701,0.729250805,0.088911223,0.563870289,0.338528469,0.497113465,0.049505484,0.415082249,0.647703211,0.113521767,0.543005971
27,0.62321392,0.853143406,0.307089547,0.927421359,0.00359113,0.893590992,0.652200662,0.346531074,0.842492534,0.992487916,0.610589473,0.919839796,0.989163711,0.954482734,0.936566627,0.635824349,0.989527776,0.345001725,0.987398447,0.950315726,0.620098254,0.759214787,0.72258868,0.905539298,0.777014848,0.97303454,0.889656801,0.028487005,0.974401467,0.114239874,0.848825391,0.120968618,0.824133983,0.496232679,0.992042426,1.0,0.763525878,0.844601657,0.543776595,0.154986223,0.650440383,0.725735057,0.647090048,0.903272388,0.965259832,0.311494098,0.624201519,0.495980942,0.339049749,0.523718311,0.382836046,0.555139849,0.488391486,0.368458846,0.744354046,0.076074018,0.181298681,0.39304546,0.363493805,0.457264057,0.52026889,0.55992569,0.22598055,0.713203309,0.112618675,0.618866495,0.401505477,0.464266893,0.031556615,0.506899348,0.666693999,0.074761784,0.412405432
28,0.620614544,0.841287245,0.303258106,0.919136413,0.004568977,0.87645657,0.634108938,0.403853007,0.835168546,0.986656619,0.61023586,0.899384447,0.988670686,0.95090899,0.935173437,0.629889778,0.989029499,0.388436818,0.982897771,0.932172591,0.592393592,0.731563091,0.727814579,0.946229548,0.904091767,0.987913491,0.937539243,0.04252134,0.987971337,0.104783393,0.849156276,0.14253176,0.827618427,0.498962285,0.989952526,1.0,0.778540769,0.838353841,0.483467531,0.160188885,0.649902478,0.749036036,0.667274057,0.907126835,0.972455281,0.363788775,0.618972221,0.451754145,0.318304465,0.508296741,0.403275828,0.52361344,0.499973688,0.364696096,0.709118113,0.085962471,0.143441465,0.40113626,0.359881283,0.476589448,0.552395783,0.552545373,0.185364113,0.733129525,0.158915431,0.741964171,0.346101692,0.540878442,0.018016614,0.441125407,0.63182425,0.087558806,0.406448393
